ServerName,Database,Table,Column
Oracle,localhost,XE,EXT_TAB_DATUMS,ROTATE_X
Oracle,localhost,XE,EXT_TAB_DATUMS,ROTATE_Y
Oracle,localhost,XE,EXT_TAB_DATUMS,ROTATE_Z
Oracle,localhost,XE,EXT_TAB_DATUMS,SCALE_ADJUST
Oracle,localhost,XE,EXT_TAB_DATUMS,IS_LEGACY
Oracle,localhost,XE,EXT_TAB_DATUMS,LEGACY_CODE
Oracle,localhost,XE,EXT_TAB_MEASURE,UOM_ID
Oracle,localhost,XE,EXT_TAB_MEASURE,UNIT_OF_MEAS_NAME
Oracle,localhost,XE,EXT_TAB_MEASURE,SHORT_NAME
Oracle,localhost,XE,EXT_TAB_MEASURE,LEGACY_UNIT_NAME
Oracle,localhost,XE,EXT_TAB_MEASURE,UNIT_OF_MEAS_TYPE
Oracle,localhost,XE,EXT_TAB_MEASURE,TARGET_UOM_ID
Oracle,localhost,XE,EXT_TAB_MEASURE,FACTOR_B
Oracle,localhost,XE,EXT_TAB_MEASURE,FACTOR_C
Oracle,localhost,XE,EXT_TAB_MEASURE,INFORMATION_SOURCE
Oracle,localhost,XE,EXT_TAB_MEASURE,DATA_SOURCE
Oracle,localhost,XE,EXT_TAB_MEASURE,IS_LEGACY
Oracle,localhost,XE,EXT_TAB_MEASURE,LEGACY_CODE
Oracle,localhost,XE,EXT_TAB_REF_SYS,SRID
Oracle,localhost,XE,EXT_TAB_REF_SYS,COORD_REF_SYS_NAME
Oracle,localhost,XE,EXT_TAB_REF_SYS,COORD_REF_SYS_KIND
Oracle,localhost,XE,EXT_TAB_REF_SYS,COORD_SYS_ID
Oracle,localhost,XE,EXT_TAB_REF_SYS,DATUM_ID
Oracle,localhost,XE,EXT_TAB_REF_SYS,GEOG_CRS_DATUM_ID
Oracle,localhost,XE,EXT_TAB_REF_SYS,SOURCE_GEOG_SRID
Oracle,localhost,XE,EXT_TAB_REF_SYS,PROJECTION_CONV_ID
Oracle,localhost,XE,EXT_TAB_REF_SYS,CMPD_HORIZ_SRID
Oracle,localhost,XE,EXT_TAB_REF_SYS,CMPD_VERT_SRID
Oracle,localhost,XE,EXT_TAB_REF_SYS,INFORMATION_SOURCE
Oracle,localhost,XE,EXT_TAB_REF_SYS,DATA_SOURCE
Oracle,localhost,XE,EXT_TAB_REF_SYS,IS_LEGACY
Oracle,localhost,XE,EXT_TAB_REF_SYS,LEGACY_CODE
Oracle,localhost,XE,EXT_TAB_REF_SYS,LEGACY_WKTEXT
Oracle,localhost,XE,EXT_TAB_REF_SYS,IS_VALID
Oracle,localhost,XE,EXT_TAB_REF_SYS,SUPPORTS_SDO_GEOMETRY
Oracle,localhost,XE,EXT_TAB_REF_SYS_1,SRID
Oracle,localhost,XE,EXT_TAB_REF_SYS_1,COORD_REF_SYS_NAME
Oracle,localhost,XE,EXT_TAB_REF_SYS_1,COORD_REF_SYS_KIND
Oracle,localhost,XE,EXT_TAB_REF_SYS_1,COORD_SYS_ID
Oracle,localhost,XE,EXT_TAB_REF_SYS_1,DATUM_ID
Oracle,localhost,XE,EXT_TAB_REF_SYS_1,GEOG_CRS_DATUM_ID
Oracle,localhost,XE,EXT_TAB_REF_SYS_1,SOURCE_GEOG_SRID
Oracle,localhost,XE,EXT_TAB_REF_SYS_1,PROJECTION_CONV_ID
Oracle,localhost,XE,EXT_TAB_REF_SYS_1,CMPD_HORIZ_SRID
Oracle,localhost,XE,EXT_TAB_REF_SYS_1,CMPD_VERT_SRID
Oracle,localhost,XE,EXT_TAB_REF_SYS_1,INFORMATION_SOURCE
Oracle,localhost,XE,EXT_TAB_REF_SYS_1,DATA_SOURCE
Oracle,localhost,XE,EXT_TAB_REF_SYS_1,IS_LEGACY
Oracle,localhost,XE,EXT_TAB_REF_SYS_1,LEGACY_CODE
Oracle,localhost,XE,EXT_TAB_REF_SYS_1,LEGACY_WKTEXT
Oracle,localhost,XE,EXT_TAB_REF_SYS_1,IS_VALID
Oracle,localhost,XE,EXT_TAB_REF_SYS_1,SUPPORTS_SDO_GEOMETRY
Oracle,localhost,XE,EXT_TAB_COORD_SYS,DATA_SOURCE
Oracle,localhost,XE,EXT_TAB_COORD_SYS,COORD_SYS_ID
Oracle,localhost,XE,EXT_TAB_COORD_SYS,COORD_SYS_NAME
Oracle,localhost,XE,EXT_TAB_COORD_SYS,COORD_SYS_TYPE
Oracle,localhost,XE,EXT_TAB_COORD_SYS,DIMENSION
Oracle,localhost,XE,EXT_TAB_COORD_SYS,INFORMATION_SOURCE
Oracle,localhost,XE,EXT_TAB_AXES,COORD_SYS_ID
Oracle,localhost,XE,EXT_TAB_AXES,COORD_AXIS_NAME_ID
Oracle,localhost,XE,EXT_TAB_AXES,COORD_AXIS_ORIENTATION
Oracle,localhost,XE,EXT_TAB_AXES,COORD_AXIS_ABBREVIATION
Oracle,localhost,XE,EXT_TAB_AXES,UOM_ID
Oracle,localhost,XE,EXT_TAB_AXES,ORDER
Oracle,localhost,XE,EXT_TAB_AXIS_NAMES,COORD_AXIS_NAME_ID
Oracle,localhost,XE,EXT_TAB_AXIS_NAMES,COORD_AXIS_NAME
Oracle,localhost,XE,EXT_TAB_COORD_OPS,COORD_OP_ID
Oracle,localhost,XE,EXT_TAB_COORD_OPS,COORD_OP_NAME
Oracle,localhost,XE,EXT_TAB_COORD_OPS,COORD_OP_TYPE
Oracle,localhost,XE,EXT_TAB_COORD_OPS,SOURCE_SRID
Oracle,localhost,XE,EXT_TAB_COORD_OPS,TARGET_SRID
Oracle,localhost,XE,EXT_TAB_COORD_OPS,COORD_TFM_VERSION
Oracle,localhost,XE,EXT_TAB_COORD_OPS,COORD_OP_VARIANT
Oracle,localhost,XE,EXT_TAB_COORD_OPS,COORD_OP_METHOD_ID
Oracle,localhost,XE,EXT_TAB_COORD_OPS,UOM_ID_SOURCE_OFFSETS
Oracle,localhost,XE,EXT_TAB_COORD_OPS,UOM_ID_TARGET_OFFSETS
Oracle,localhost,XE,EXT_TAB_COORD_OPS,INFORMATION_SOURCE
Oracle,localhost,XE,EXT_TAB_COORD_OPS,DATA_SOURCE
Oracle,localhost,XE,EXT_TAB_COORD_OPS,SHOW_OPERATION
Oracle,localhost,XE,EXT_TAB_COORD_OPS,IS_LEGACY
Oracle,localhost,XE,EXT_TAB_COORD_OPS,LEGACY_CODE
Oracle,localhost,XE,EXT_TAB_COORD_OPS,REVERSE_OP
Oracle,localhost,XE,EXT_TAB_COORD_OPS,IS_IMPLEMENTED_FORWARD
Oracle,localhost,XE,EXT_TAB_COORD_OPS,IS_IMPLEMENTED_REVERSE
Oracle,localhost,XE,EXT_TAB_OP_PATHS,CONCAT_OPERATION_ID
Oracle,localhost,XE,EXT_TAB_OP_PATHS,SINGLE_OPERATION_ID
Oracle,localhost,XE,EXT_TAB_OP_PATHS,SINGLE_OP_SOURCE_ID
Oracle,localhost,XE,EXT_TAB_OP_PATHS,SINGLE_OP_TARGET_ID
Oracle,localhost,XE,EXT_TAB_OP_PATHS,OP_PATH_STEP
Oracle,localhost,XE,EXT_TAB_PREFERRED_OPS_SYSTEM,SOURCE_SRID
Oracle,localhost,XE,EXT_TAB_PREFERRED_OPS_SYSTEM,COORD_OP_ID
Oracle,localhost,XE,EXT_TAB_PREFERRED_OPS_SYSTEM,TARGET_SRID
Oracle,localhost,XE,EXT_TAB_OP_METHODS,COORD_OP_METHOD_ID
Oracle,localhost,XE,EXT_TAB_OP_METHODS,COORD_OP_METHOD_NAME
Oracle,localhost,XE,EXT_TAB_OP_METHODS,LEGACY_NAME
Oracle,localhost,XE,EXT_TAB_OP_METHODS,REVERSE_OP
Oracle,localhost,XE,EXT_TAB_OP_METHODS,INFORMATION_SOURCE
Oracle,localhost,XE,EXT_TAB_OP_METHODS,DATA_SOURCE
Oracle,localhost,XE,EXT_TAB_OP_METHODS,IS_IMPLEMENTED_FORWARD
Oracle,localhost,XE,EXT_TAB_OP_METHODS,IS_IMPLEMENTED_REVERSE
Oracle,localhost,XE,EXT_TAB_OP_PARAMS,PARAMETER_ID
Oracle,localhost,XE,EXT_TAB_OP_PARAMS,PARAMETER_NAME
Oracle,localhost,XE,EXT_TAB_OP_PARAMS,INFORMATION_SOURCE
Oracle,localhost,XE,EXT_TAB_OP_PARAMS,DATA_SOURCE
Oracle,localhost,XE,EXT_TAB_OP_PARAMS,UNIT_OF_MEAS_TYPE
Oracle,localhost,XE,EXT_TAB_PARAM_VALS,COORD_OP_ID
Oracle,localhost,XE,EXT_TAB_PARAM_VALS,COORD_OP_METHOD_ID
Oracle,localhost,XE,EXT_TAB_PARAM_VALS,PARAMETER_ID
Oracle,localhost,XE,EXT_TAB_PARAM_VALS,PARAMETER_VALUE
Oracle,localhost,XE,EXT_TAB_PARAM_VALS,PARAM_VALUE_FILE_REF
Oracle,localhost,XE,EXT_TAB_PARAM_VALS,UOM_ID
Oracle,localhost,XE,EXT_TAB_PARAM_VALS_1,COORD_OP_ID
Oracle,localhost,XE,EXT_TAB_PARAM_VALS_1,COORD_OP_METHOD_ID
Oracle,localhost,XE,EXT_TAB_PARAM_VALS_1,PARAMETER_ID
Oracle,localhost,XE,EXT_TAB_PARAM_VALS_1,PARAMETER_VALUE
Oracle,localhost,XE,EXT_TAB_PARAM_VALS_1,PARAM_VALUE_FILE_REF
Oracle,localhost,XE,EXT_TAB_PARAM_VALS_1,UOM_ID
Oracle,localhost,XE,EXT_TAB_OP_PARAM_USE,COORD_OP_METHOD_ID
Oracle,localhost,XE,EXT_TAB_OP_PARAM_USE,PARAMETER_ID
Oracle,localhost,XE,EXT_TAB_OP_PARAM_USE,LEGACY_PARAM_NAME
Oracle,localhost,XE,EXT_TAB_OP_PARAM_USE,SORT_ORDER
Oracle,localhost,XE,EXT_TAB_OP_PARAM_USE,PARAM_SIGN_REVERSAL
Oracle,localhost,XE,EXT_TAB_CS_SRS,CS_NAME
Oracle,localhost,XE,EXT_TAB_CS_SRS,SRID
Oracle,localhost,XE,EXT_TAB_CS_SRS,AUTH_SRID
Oracle,localhost,XE,EXT_TAB_CS_SRS,AUTH_NAME
Oracle,localhost,XE,EXT_TAB_CS_SRS,WKTEXT
Oracle,localhost,XE,EXT_TAB_CS_SRS,WKTEXT3D
Oracle,localhost,XE,EXT_TAB_PRIME_MERIDIANS,PRIME_MERIDIAN_ID
Oracle,localhost,XE,EXT_TAB_PRIME_MERIDIANS,PRIME_MERIDIAN_NAME
Oracle,localhost,XE,EXT_TAB_PRIME_MERIDIANS,GREENWICH_LONGITUDE
Oracle,localhost,XE,EXT_TAB_PRIME_MERIDIANS,UOM_ID
Oracle,localhost,XE,EXT_TAB_PRIME_MERIDIANS,INFORMATION_SOURCE
Oracle,localhost,XE,EXT_TAB_PRIME_MERIDIANS,DATA_SOURCE
Oracle,localhost,XE,SDO_COORD_OP_PARAM_VALS_EXT,PARAM_VALUE_XML
Oracle,localhost,XE,SDO_COORD_OP_PARAM_VALS_EXT,COORD_OP_ID
Oracle,localhost,XE,SDO_COORD_OP_PARAM_VALS_EXT,COORD_OP_METHOD_ID
Oracle,localhost,XE,SDO_COORD_OP_PARAM_VALS_EXT,PARAMETER_ID
Oracle,localhost,XE,SDO_COORD_OP_PARAM_VALS_EXT,PARAMETER_VALUE
Oracle,localhost,XE,SDO_COORD_OP_PARAM_VALS_EXT,PARAM_VALUE_FILE_REF
Oracle,localhost,XE,SDO_COORD_OP_PARAM_VALS_EXT,PARAM_VALUE_FILE
Oracle,localhost,XE,SDO_COORD_OP_PARAM_VALS_EXT,SYS_NC00008$
Oracle,localhost,XE,SDO_COORD_OP_PARAM_VALS_EXT,UOM_ID
Oracle,localhost,XE,SDO_XDB_RESOURCES,ABSPATH
Oracle,localhost,XE,SDO_XDB_RESOURCES,DATA
Oracle,localhost,XE,SDO_CRS_GEOGRAPHIC_PLUS_HEIGHT,SRID
Oracle,localhost,XE,SDO_PROJECTIONS_OLD_SNAPSHOT,NAME
Oracle,localhost,XE,SDO_ELLIPSOIDS_OLD_SNAPSHOT,NAME
Oracle,localhost,XE,SDO_ELLIPSOIDS_OLD_SNAPSHOT,SEMI_MAJOR_AXIS
Oracle,localhost,XE,SDO_ELLIPSOIDS_OLD_SNAPSHOT,INVERSE_FLATTENING
Oracle,localhost,XE,SDO_DATUMS_OLD_SNAPSHOT,NAME
Oracle,localhost,XE,SDO_DATUMS_OLD_SNAPSHOT,SHIFT_X
Oracle,localhost,XE,SDO_DATUMS_OLD_SNAPSHOT,SHIFT_Y
Oracle,localhost,XE,SDO_DATUMS_OLD_SNAPSHOT,SHIFT_Z
Oracle,localhost,XE,SDO_DATUMS_OLD_SNAPSHOT,ROTATE_X
Oracle,localhost,XE,SDO_DATUMS_OLD_SNAPSHOT,ROTATE_Y
Oracle,localhost,XE,SDO_DATUMS_OLD_SNAPSHOT,ROTATE_Z
Oracle,localhost,XE,SDO_DATUMS_OLD_SNAPSHOT,SCALE_ADJUST
Oracle,localhost,XE,SDO_INDEX_AGGREGATES_TABLE,SDO_INDEX_OWNER
Oracle,localhost,XE,SDO_INDEX_AGGREGATES_TABLE,SDO_INDEX_NAME
Oracle,localhost,XE,SDO_INDEX_AGGREGATES_TABLE,SDO_INDEX_OID
Oracle,localhost,XE,SDO_INDEX_AGGREGATES_TABLE,SDO_NUMTILES
Oracle,localhost,XE,SDO_INDEX_AGGREGATES_TABLE,SDO_RTREE_NUM_NODES
Oracle,localhost,XE,SDO_INDEX_AGGREGATES_TABLE,SDO_NUM_ROWS
Oracle,localhost,XE,SDO_INDEX_AGGREGATES_TABLE,SDO_NUM_BLKS
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_INDEX_OWNER
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_INDEX_TYPE
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_LEVEL
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_NUMTILES
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_MAXLEVEL
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_COMMIT_INTERVAL
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_INDEX_TABLE
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_INDEX_NAME
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_INDEX_PRIMARY
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_TSNAME
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_COLUMN_NAME
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_RTREE_HEIGHT
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_RTREE_NUM_NODES
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_RTREE_DIMENSIONALITY
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_RTREE_FANOUT
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_RTREE_ROOT
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_RTREE_SEQ_NAME
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_FIXED_META
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_TABLESPACE
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_INITIAL_EXTENT
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_NEXT_EXTENT
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_PCTINCREASE
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_MIN_EXTENTS
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_MAX_EXTENTS
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_INDEX_DIMS
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_LAYER_GTYPE
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_RTREE_PCTFREE
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_INDEX_PARTITION
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_PARTITIONED
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_RTREE_QUALITY
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_INDEX_VERSION
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_INDEX_GEODETIC
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_INDEX_STATUS
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_NL_INDEX_TABLE
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_DML_BATCH_SIZE
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_RTREE_ENT_XPND
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SYS_NC00038$
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SYS_NC00039$
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SYS_NC00040$
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SYS_NC00041$
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SYS_NC00042$
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_NUM_ROWS
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_NUM_BLKS
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_OPTIMIZED_NODES
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_TABLE_NAME
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_RTREE_READ_ONLY
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SYS_NC00044$
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SDO_ROOT_MBR
Oracle,localhost,XE,SDO_INDEX_METADATA_TABLE,SYS_NC00043$
Oracle,localhost,XE,SDO_INDEX_HISTOGRAM_TABLE,SDO_INDEX_OBJNO
Oracle,localhost,XE,SDO_INDEX_HISTOGRAM_TABLE,BKT_ID
Oracle,localhost,XE,SDO_INDEX_HISTOGRAM_TABLE,NUM_MBRS
Oracle,localhost,XE,SDO_INDEX_HISTOGRAM_TABLE,START1
Oracle,localhost,XE,SDO_INDEX_HISTOGRAM_TABLE,END1
Oracle,localhost,XE,SDO_INDEX_HISTOGRAM_TABLE,AVGMBRLEN1
Oracle,localhost,XE,SDO_INDEX_HISTOGRAM_TABLE,START2
Oracle,localhost,XE,SDO_INDEX_HISTOGRAM_TABLE,END2
Oracle,localhost,XE,SDO_INDEX_HISTOGRAM_TABLE,AVGMBRLEN2
Oracle,localhost,XE,SDO_INDEX_HISTOGRAM_TABLE,START3
Oracle,localhost,XE,SDO_INDEX_HISTOGRAM_TABLE,END3
Oracle,localhost,XE,SDO_INDEX_HISTOGRAM_TABLE,AVGMBRLEN3
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,SDO_INDEX_OWNER
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,SDO_INDEX_NAME
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,SDO_PARTITION_NAME
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,TXNID
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,SDO_TSNAME
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,SDO_TABLE_NAME
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,IS_GEODETIC
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,DML_CHAR
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,UNITFACTOR
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,TOLERANCE
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,LAYER_GTYPE
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,LAYER_SRID
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,INDX_DIMS
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,DATA_DIMS
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,INS_BB_START1
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,INS_BB_END1
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,INS_BB_START2
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,INS_BB_END2
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,INS_BB_START3
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,INS_BB_END3
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,INS_BB_START4
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,INS_BB_END4
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,DEL_BB_START1
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,DEL_BB_END1
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,DEL_BB_START2
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,DEL_BB_END2
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,DEL_BB_START3
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,DEL_BB_END3
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,DEL_BB_START4
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,DEL_BB_END4
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,INS_NO
Oracle,localhost,XE,SDO_DIST_METADATA_TABLE,DEL_NO
Oracle,localhost,XE,SDO_DIAG_MESSAGES_TABLE,SDO_TIMESTAMP
Oracle,localhost,XE,SDO_DIAG_MESSAGES_TABLE,SDO_SEQUENCE
Oracle,localhost,XE,SDO_DIAG_MESSAGES_TABLE,SDO_FUNCTION
Oracle,localhost,XE,SDO_DIAG_MESSAGES_TABLE,SDO_LEVEL
Oracle,localhost,XE,SDO_DIAG_MESSAGES_TABLE,SDO_MESSAGE
Oracle,localhost,XE,SDO_DIAG_MESSAGES_TABLE,SDO_USER
Oracle,localhost,XE,SDO_DIAG_MESSAGES_TABLE,SDO_SID
Oracle,localhost,XE,SDO_DIAG_MESSAGES_TABLE,SDO_SYSTEM_NAME
Oracle,localhost,XE,SDO_LRS_METADATA_TABLE,SDO_OWNER
Oracle,localhost,XE,SDO_LRS_METADATA_TABLE,SDO_TABLE_NAME
Oracle,localhost,XE,SDO_LRS_METADATA_TABLE,SDO_COLUMN_NAME
Oracle,localhost,XE,SDO_LRS_METADATA_TABLE,SDO_DIM_POS
Oracle,localhost,XE,SDO_LRS_METADATA_TABLE,SDO_DIM_UNIT
Oracle,localhost,XE,SDO_TOPO_METADATA_TABLE,TOPO_GEOMETRY_LAYERS
Oracle,localhost,XE,SDO_TOPO_METADATA_TABLE,SDO_OWNER
Oracle,localhost,XE,SDO_TOPO_METADATA_TABLE,TOPOLOGY
Oracle,localhost,XE,SDO_TOPO_METADATA_TABLE,TOPOLOGY_ID
Oracle,localhost,XE,SDO_TOPO_METADATA_TABLE,SYS_NC0000400005$
Oracle,localhost,XE,SDO_TOPO_METADATA_TABLE,TOLERANCE
Oracle,localhost,XE,SDO_TOPO_METADATA_TABLE,SRID
Oracle,localhost,XE,SDO_TOPO_METADATA_TABLE,DIGITS_RIGHT_OF_DECIMAL
Oracle,localhost,XE,OGIS_SPATIAL_REFERENCE_SYSTEMS,SRID
Oracle,localhost,XE,OGIS_SPATIAL_REFERENCE_SYSTEMS,AUTH_NAME
Oracle,localhost,XE,OGIS_SPATIAL_REFERENCE_SYSTEMS,AUTH_SRID
Oracle,localhost,XE,OGIS_SPATIAL_REFERENCE_SYSTEMS,SRTEXT
Oracle,localhost,XE,OGIS_SPATIAL_REFERENCE_SYSTEMS,SRNUM
Oracle,localhost,XE,OGIS_GEOMETRY_COLUMNS,F_TABLE_SCHEMA
Oracle,localhost,XE,OGIS_GEOMETRY_COLUMNS,F_TABLE_NAME
Oracle,localhost,XE,OGIS_GEOMETRY_COLUMNS,F_GEOMETRY_COLUMN
Oracle,localhost,XE,OGIS_GEOMETRY_COLUMNS,G_TABLE_SCHEMA
Oracle,localhost,XE,OGIS_GEOMETRY_COLUMNS,G_TABLE_NAME
Oracle,localhost,XE,OGIS_GEOMETRY_COLUMNS,STORAGE_TYPE
Oracle,localhost,XE,OGIS_GEOMETRY_COLUMNS,GEOMETRY_TYPE
Oracle,localhost,XE,OGIS_GEOMETRY_COLUMNS,COORD_DIMENSION
Oracle,localhost,XE,OGIS_GEOMETRY_COLUMNS,MAX_PPR
Oracle,localhost,XE,OGIS_GEOMETRY_COLUMNS,SRID
Oracle,localhost,XE,SDO_LIGHTSOURCES_TABLE,SDO_OWNER
Oracle,localhost,XE,SDO_LIGHTSOURCES_TABLE,NAME
Oracle,localhost,XE,SDO_LIGHTSOURCES_TABLE,DESCRIPTION
Oracle,localhost,XE,SDO_LIGHTSOURCES_TABLE,TYPE
Oracle,localhost,XE,SDO_LIGHTSOURCES_TABLE,DEFINITION
Oracle,localhost,XE,SDO_ANIMATIONS_TABLE,SDO_OWNER
Oracle,localhost,XE,SDO_ANIMATIONS_TABLE,NAME
Oracle,localhost,XE,SDO_ANIMATIONS_TABLE,DESCRIPTION
Oracle,localhost,XE,SDO_ANIMATIONS_TABLE,DEFINITION
Oracle,localhost,XE,SDO_VIEWFRAMES_TABLE,SDO_OWNER
Oracle,localhost,XE,SDO_VIEWFRAMES_TABLE,NAME
Oracle,localhost,XE,SDO_VIEWFRAMES_TABLE,DESCRIPTION
Oracle,localhost,XE,SDO_VIEWFRAMES_TABLE,SCENE_NAME
Oracle,localhost,XE,SDO_VIEWFRAMES_TABLE,DEFINITION
Oracle,localhost,XE,SDO_SCENES_TABLE,SDO_OWNER
Oracle,localhost,XE,SDO_SCENES_TABLE,NAME
Oracle,localhost,XE,SDO_SCENES_TABLE,DESCRIPTION
Oracle,localhost,XE,SDO_SCENES_TABLE,DEFINITION
Oracle,localhost,XE,SDO_3DTHEMES_TABLE,SDO_OWNER
Oracle,localhost,XE,SDO_3DTHEMES_TABLE,NAME
Oracle,localhost,XE,SDO_3DTHEMES_TABLE,DESCRIPTION
Oracle,localhost,XE,SDO_3DTHEMES_TABLE,BASE_TABLE
Oracle,localhost,XE,SDO_3DTHEMES_TABLE,THEME_COLUMN
Oracle,localhost,XE,SDO_3DTHEMES_TABLE,STYLE_COLUMN
Oracle,localhost,XE,SDO_3DTHEMES_TABLE,THEME_TYPE
Oracle,localhost,XE,SDO_3DTHEMES_TABLE,DEFINITION
Oracle,localhost,XE,SDO_3DTXFMS_TABLE,AFFINE_PARAMETERS
Oracle,localhost,XE,SDO_3DTXFMS_TABLE,TXFM_SERIES_IDS
Oracle,localhost,XE,SDO_3DTXFMS_TABLE,SDO_OWNER
Oracle,localhost,XE,SDO_3DTXFMS_TABLE,NAME
Oracle,localhost,XE,SDO_3DTXFMS_TABLE,DESCRIPTION
Oracle,localhost,XE,SDO_3DTXFMS_TABLE,TYPE
Oracle,localhost,XE,SDO_3DTXFMS_TABLE,COORD_TXFM_SRC_SRID
Oracle,localhost,XE,SDO_3DTXFMS_TABLE,COORD_TXFM_TGT_SRID
Oracle,localhost,XE,SDO_MAPS_TABLE,SDO_OWNER
Oracle,localhost,XE,SDO_MAPS_TABLE,NAME
Oracle,localhost,XE,SDO_MAPS_TABLE,DESCRIPTION
Oracle,localhost,XE,SDO_MAPS_TABLE,DEFINITION
Oracle,localhost,XE,SDO_STYLES_TABLE,SYS_NC00014$
Oracle,localhost,XE,SDO_STYLES_TABLE,SYS_NC00013$
Oracle,localhost,XE,SDO_STYLES_TABLE,GEOMETRY
Oracle,localhost,XE,SDO_STYLES_TABLE,SDO_OWNER
Oracle,localhost,XE,SDO_STYLES_TABLE,NAME
